"stem","a","b","c","d","answer","explanation"
"Synthetic review-row 171: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 172: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 173: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 174: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 175: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 176: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 177: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 178: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 179: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 180: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 181: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 182: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 183: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 184: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 185: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 186: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 187: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 188: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 189: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 190: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 191: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 192: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 193: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 194: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 195: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 196: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 197: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 198: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 199: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
"Synthetic review-row 200: a charterholder faces a professionalism fact pattern that requires identifying the correct Standard and the first required action in the circumstance described here.","Dissociate and escalate internally under the Code","Ignore the fact pattern because it is only a teaching case","Guarantee the client a specific investment outcome","Share the exam question with a colleague","A","This synthetic row exists so the review table can be virtualized; the explanation is long enough to avoid a weak-explanation warning."
